base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,different,donor_bytes,donor_error,donor_sha256,task
1269,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: safe_name_2): [ShapeInferenceError] Attribute pads must not contain negative values
(op_type:ConvTranspose, node name: output): [TypeInferenceError] Input 0 expected to have type but instead is null
",,,,2041113aee553ca01f97e936ef9ea89a615ce9719d08609e52758abcafdc88d2,10989,both-unscorable,True,12258,ValueError: network performance could not be measured,389982ace73ac6f3506dca57134add402d7ee7e74bfc75f14101c881e97a9d40,task127
752,136,,0,136,20.087345114263947,cf78e3413eb95e5f4c2a3afa871de3440ebf210182829190b7e8c5e6e2ef9a56,11506,donor-unscorable,True,12258,ValueError: network performance could not be measured,0363cab2d77f5305149d24bfeb186bd21675059d8b9c471ac1d85a8671af522d,task128
298,80,,80,0,20.61797336532612,0a5f6e5eabed3dbd3b710c59c3dc4379fb147540f4700b58d5165bc519e4e958,11960,donor-unscorable,True,12258,ValueError: network performance could not be measured,180a4402abed39d372b97c8e6383358103b9436bcc8072e70b22c05a66e0c773,task129
5512,3874,,3235,639,16.73795715603306,79ff05f1116e16a8f7198a96b75fb7b9e84664a2e376311b852f51f20c5da67f,6746,donor-unscorable,True,12258,ValueError: network performance could not be measured,877400fe92e7a45babcae701a30dec41282436c6029655e8cc38db1196f7093a,task131
3928,1260,,1176,84,17.861133000054476,a8b6a771c3b1b30dfd0ff9d884ecb5fe8de188009f0f476279f3ef7ef68a9fa2,8330,donor-unscorable,True,12258,ValueError: network performance could not be measured,bf97da02e1b336ccdd4b650845ec7bbb52ba3a8d0281cc436382fc472783ab56,task132
6827,21135,,20118,1017,15.04131428699911,1a494711bd97b819e08570a0e180efb81d9a64fb76b8a3985892d15d57863086,5431,donor-unscorable,True,12258,ValueError: network performance could not be measured,d0ac1f3bbdd52b533370080297de06f4cfe55936ef9d270c6e04057bbe175017,task133
3167,1194,,1159,35,17.91493570604745,4430b1c3c181a69844eedd5545e05d0ce6509471864a0935e98f230f8afec3b5,9091,donor-unscorable,True,12258,ValueError: network performance could not be measured,792e7c22d437fb758a75f0ec9d688c2ee7e75e0cfb32ac5a669bc2cc6ec3ece1,task136
2695,3389,,3263,126,16.871709828392948,ca3758bf7f3244d531c543412a3700385691adebbfdc6578ecaea416561f6469,9563,donor-unscorable,True,12258,ValueError: network performance could not be measured,174ad2e0482750e7d329b1bd839f82a303f3452c8b7f68f50f4725382922674e,task137
934,904,,765,139,18.193170639607825,b73deb3fe67d3d7c4fea3589637ee4ca48b45493af3aca6e3588d0aee9628899,11324,donor-unscorable,True,12258,ValueError: network performance could not be measured,56dd3561bf4a8163eea94a599b2ea99fe259878f3337b3de4974178bcbd61599,task139
382,5,,0,5,23.3905620875659,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,11876,donor-unscorable,True,12258,ValueError: network performance could not be measured,9ead47e490ecc615d9288889cc5b9ad2979e05f5869207ff5c771392bdd2cba0,task140
1472,1383,,1281,102,17.76798966833524,78b24d3c4bc848874427e8e31cb50ee4a3c3bc8fbd3ce6b9fe02b3b9999d50b7,10786,donor-unscorable,True,12258,ValueError: network performance could not be measured,fa383eed72b0714e9b49e3b09960324043701ca43b118c0a2524fe470ec0b2d7,task141
2694,837,,591,246,18.270175929510525,c1d1531b12372e17f7fec8ff19b05b78fcd32061efb7dce318a3cd7fc0d1e221,9564,donor-unscorable,True,12258,ValueError: network performance could not be measured,cafb493f11ff0e7b3ab141e667d44c02b896327380eb7b9f6bc4516bc1bc7cb5,task143
3877,12855,,12744,111,15.53851188030001,2dbfb6f9d5ea294d2e0be0fbfd5fbb2460a1e249de794bd3bb31f95a48b4f883,8381,donor-unscorable,True,12258,ValueError: network performance could not be measured,0e18e3d2058458c5197ba90bc5b3102fe30db6b5e3b442c97f3527474b1b3057,task145
1309,532,,432,100,18.723356510658355,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,10949,donor-unscorable,True,12258,ValueError: network performance could not be measured,3f5f949251d696577d5b1c71a7eec8a4f69af021f476584ee9641db7d4ab2d26,task147
5216,4887,,4635,252,16.505666102729847,7930e3962bbbb169e17d22e30114d35fe6bf44db37814fcdf2a44162c107939e,7042,donor-unscorable,True,12258,ValueError: network performance could not be measured,59536d4f94b8e7a2552a0160b9ae6a00b4dc9fb8404fbed29604e7697e5a4c25,task148
559,138,,136,2,20.072746314842796,584636d98ce2bb69838ce0f9596522398858fadc2b264fa267593030aaf74b5f,11699,donor-unscorable,True,12258,ValueError: network performance could not be measured,27655cc4e8e0a9c3c46e3749509e06f2c19d9cd19467327844581281b7b8adfb,task150
3790,900,,0,900,18.197605236675688,923f0ee2c55298f44b9f8669305997a4277a7143c4a847c20d536b039d0e163f,8468,donor-unscorable,True,12258,ValueError: network performance could not be measured,0fe77153e61f4f07735d1cb6238c31ac512760f6c495df3a1563cc20ed510c76,task151
3733,2679,,2581,98,17.10680113045539,7b40abef1673818c738f89fdaea726928d9b1fbafe0f05c5b940b93ba499529a,8525,donor-unscorable,True,12258,ValueError: network performance could not be measured,e6e669e6ca5b639be6187567152075c434b670cc328059bbffbed40ed2f1b1ca,task154
593,138,,136,2,20.072746314842796,0faf6dbc5525fca74bf5f2e0335d3a0691b1edcd44f0463c4c8148d20e1fd979,11665,donor-unscorable,True,12258,ValueError: network performance could not be measured,3ba6e291ce904055f35987f7885a2ef530fe7e8aff989e3df5e5cd5931b46aa7,task155
920,1367,,1310,57,17.77962616327605,7bd0ac76d90e45d6a55c512278b7acc63ce8081d538b02c5bc9f4246edcd9e14,11338,donor-unscorable,True,12258,ValueError: network performance could not be measured,2c2a49d51d97bc3b16fa511b38037f3279257bb751da4762168f2e352f4fecaf,task156
39061,6819,,6563,256,16.172531887479344,954190a7749ebd5e20e0584f14707f2b8b155364e0dd2b25ee572c80139ab215,-26803,donor-unscorable,True,12258,ValueError: network performance could not be measured,d5bf59b47996ddc368e62cbb2a1e84636d94de3cc864774057d8fbe82f6b4de2,task157
8407,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: safe_name_43): [ShapeInferenceError] Attribute pads must not contain negative values
",,,,77ff766ecf9b721bd66d112af08e0ff1d438efc37fa3c0f065573ea237ae01ee,3851,both-unscorable,True,12258,ValueError: network performance could not be measured,ee6033421a1253424bd4b4223f796b3d9f279332919e6a08660862c404f5ba65,task158
1376,1334,,1164,170,17.804062773524432,4009d245574a3c5628037d425de0c5e9c4bf45e9d091aff99f67916c50eca6c3,10882,donor-unscorable,True,12258,ValueError: network performance could not be measured,1759479b9d19a6c4e8469bd23f52a6db14cb8ae98122976ba562ece59368f96d,task160
2614,1808,,1646,162,17.500023459047878,a98c84ce6b85582c7ae205095c79ae1cd820f9e88461b962deca79700ae83da5,9644,donor-unscorable,True,12258,ValueError: network performance could not be measured,45542bcedb3c458c68a3c492f304a437a434103d0b1aaee3125c6f79edbe6d27,task161
889,4068,,4024,44,16.68909324283155,e062ba4cd495970a2d26cc9426d9278103d79227ef87be8df4390157c2b112a9,11369,donor-unscorable,True,12258,ValueError: network performance could not be measured,8cc847d9c039e9855711ff99d6b4821ccb84eac4b33195db8145783d1e989cd0,task162
1677,310,,0,310,19.263427702520808,d784d1c2166c70d4255aa51164f685d47b12b3f17a075424b740d7bfcd5bf64a,10581,donor-unscorable,True,12258,ValueError: network performance could not be measured,78ca337b33f7100fbf783fb240f2a99b32869cbbb8603ea8891eb52221ad9697,task163
2416,4525,,4363,162,16.582627143865974,df6907ce1badc9c9a8ec588d7e3e8a12949748e189fb9aaebea616248e61e145,9842,donor-unscorable,True,12258,ValueError: network performance could not be measured,8ef4fe0bea68a8be4a64cd71d22fae5abef8a56db483667d648b63865408c9ba,task165
352,24,,0,24,21.821946169652055,5b27fd62c7975ee02404cfb956fcf535d40fba52b6f0b09987d88c744fe4ede8,11906,donor-unscorable,True,12258,ValueError: network performance could not be measured,7b886912d58a4e558e32ca5e005a7a4c183c6b611266bde5e54f2f79d1f2dbe0,task166
449,75,,55,20,20.68251188646369,8eed41c53ef36cb09a52800dcefd1993c6d73394314b4262bd06b20740b1faa2,11809,donor-unscorable,True,12258,ValueError: network performance could not be measured,2e4a99bb7604b88658b507c44d7ce3656544a611a304ad024131b081b2dc6051,task167
2908,2237,,2096,141,17.28710903850987,c81135be4a029d0baee760c6f2794dd3d9e2a0066f9f6286b41415dd9e015f46,9350,donor-unscorable,True,12258,ValueError: network performance could not be measured,3e0b7f75d40ae929f351219e9c50f8688d747458fa68cb6c2d860e894a7f5611,task168
1404,1670,,1500,170,17.5794210945892,19de1a4e6be8661d13c9f9103e149355023743e77b5e636ebddd4cd40b84f990,10854,donor-unscorable,True,12258,ValueError: network performance could not be measured,d5210b18840f5ce0a5ce39a0b8142b2d675fb1da0e47095bdcba1fdedcac8a0c,task169
774,,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Conv, node name: safe_name_4): [ShapeInferenceError] Attribute pads must not contain negative values
",,,,92fc2a7657ebe197967ba5109cfbfe6329ed0bb5b5a03d225e16880e09f9b862,11484,both-unscorable,True,12258,ValueError: network performance could not be measured,d0e850c0dfe76c2d50d7dc1ec27fa7a1365a3eee2e26bb4b01a5feec0e82396d,task171
4073,13383,,13307,76,15.498259476203625,804b575ba69cd27c923f1e2fe031438bd3e3a50ea0725310cea6f4e3584b494e,8185,donor-unscorable,True,12258,ValueError: network performance could not be measured,7c44ed5293429d1c8445d1297ee0d1fae2b417eb756bdbc743cdd0cb19fe1533,task173
5013,1255,,318,937,17.865109148434115,fe7db63dc72861eccfc34b3ebde598caab2df3f5b6007b03a8b7c8b9b44288df,7245,donor-unscorable,True,12258,ValueError: network performance could not be measured,a81d8fe103165d871b91542485f5f3551805829ba5eec523f63e0a09d4f60fbb,task175
1044,210,,0,210,19.65289246928253,90377d7d18ecb829911a960afcc184f1b8c3c7509cf4e6fa56ca8edd1acbd75b,11214,donor-unscorable,True,12258,ValueError: network performance could not be measured,8356d3b0df3d3909abd6657a56e2792c521342c78e4ffbd7571fa8f7e79cde82,task176
170,0,,0,0,25.0,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,12088,donor-unscorable,True,12258,ValueError: network performance could not be measured,462b67b7685a65e6b1cf482f625f65df84f0b8c579e973d22260743003753505,task179
2291,368,,201,167,19.09191706183107,eaebe82c3c33be788434a1f3c0fac14f5410d1ca8255ba6e9c33d779e7902f8b,9967,donor-unscorable,True,12258,ValueError: network performance could not be measured,90f24c806beeda6a9e3c000636cc4c43013c9ab16d8e65c81810611b26bfec14,task181
2135,6095,,6024,71,16.28477595808463,d52fe5f210be17ee30353ed473d10acfc60bcff05936bbb1f6dfc9d3aa604217,10123,donor-unscorable,True,12258,ValueError: network performance could not be measured,7f21d2f04607cef1403eed040f6def1892a2ac0ee264b45aab5e8ecd1f9dbd8d,task182
602,103,,80,23,20.365271011770364,3d138ea3d8b3c6443573278009cc3169d10ea4160442e664e3d538ea908cc034,11656,donor-unscorable,True,12258,ValueError: network performance could not be measured,edba9f3d08a2172ef5516bfaf8b29dda8236038ab76bc826e75a41b42a4d9063,task186
12620,15790,,15285,505,15.332867892750313,71f5e0811c117de003029310efe474b0c5152e1b43a750736c3fe235e224b4a3,-362,donor-unscorable,True,12258,ValueError: network performance could not be measured,d3073da45176480e55e5f8c18d6ca68ebfdcd282035772c29a74ab7704ba6963,task187
2062,2427,,2180,247,17.2055887942734,b1f642c504136721a1857699b39ec013ef63556cf91f97f3ac9bdc926b7efc05,10196,donor-unscorable,True,12258,ValueError: network performance could not be measured,33d055bda23d29b16da88c2f91984765f8dccbe326e3057c442d5f2fe9336709,task190
6738,11082,,11009,73,15.686922550572705,c288ca90e68559397d455a0afa52210b3b21685ac3d792339dcf85725d823380,5520,donor-unscorable,True,12258,ValueError: network performance could not be measured,bb621f9f400376f6585571a0ba9e163f6dd40cf7cdac29c73b7ca8a6d6e03470,task191
1151,5342,,5272,70,16.416644606330095,607a270219a55c8eb672463122aa4445a02921b281e70530060888b90466658c,11107,donor-unscorable,True,12258,ValueError: network performance could not be measured,7cebc8413c4fdcc582807dc628d099f547066f082fc9b643bb211165cb970a7e,task192
3824,910,,0,910,18.186555400489105,aa6ac89cbc5b59e6f71dd2f4e7044320f9783b3b6da247d95e9672baf2d19256,8434,donor-unscorable,True,12258,ValueError: network performance could not be measured,45ff8fbd245c4b70b3e714183378a24090d67c525b6421712c921e37a8c49827,task193
1227,4536,,4500,36,16.580199154592414,b5cbc3bbb1b76f5bde36015b01705b96383632a2abe0b81c3f7b1953b390bc06,11031,donor-unscorable,True,12258,ValueError: network performance could not be measured,b7eaba63d23c912c45e4eca5590a75406530c533706e87d6eb4db44536789f6e,task196
986,1141,,1100,41,17.960339650137925,e94a2c2eca6e44ccd61e711fd1c3f5ca7fe58ee944b306e9e723d8c4143b888c,11272,donor-unscorable,True,12258,ValueError: network performance could not be measured,1bc641b5285e9bdad47b5bcfaedfc4a034ef9326f65838d480d436b3fa950df3,task197
4587,10350,,10186,164,15.755258201306486,c38e7c4f717e557f09d49632ca1d68aac074be9c835b82c0b608a0f314fd4889,7671,donor-unscorable,True,12258,ValueError: network performance could not be measured,eb862ba3c1d5ddc11986a2b2207258c57d86526cbc5f18b8670b3059078bb5fb,task198
2190,1823,,1735,88,17.491761225321337,6df60e7c246c41e39aabad1ad0ed6b6094ce0957f2b891c5d5380939922ef99a,10068,donor-unscorable,True,12258,ValueError: network performance could not be measured,7f7b0505b602d4483a04210872c6d52874eca888c22bb8b5edaca552c6e658ee,task199
1671,753,,570,183,18.375934772200107,ca3bbd0ad88d1caa65cee84c729869d854002375b295b40ec55273ad99a80007,10587,donor-unscorable,True,12258,ValueError: network performance could not be measured,1324a10efba414983032bc2cbef750d5f8d01257f7d8f5e8ec45431002a46029,task200
2549,4481,,4405,76,16.592398485213856,433d70ca8bcc6a63b64f886d20b26b8ef44587e2865b2a18ef1858dcaa06c741,9709,donor-unscorable,True,12258,ValueError: network performance could not be measured,ed37c4001d84145a839e681efe2d9f7a3b148685d3c6e05f49892201968bcfc3,task202
520,355,,352,3,19.127882210524582,30fac90ee11cfd61f56c78078cc9ba228dfc6349f833c611e4361662e16884c1,11738,donor-unscorable,True,12258,ValueError: network performance could not be measured,ca349e9c79825d8e6739fea79b283c5cd927041e274def94d152f5ea5a04f3b3,task203
3633,10232,,9780,452,15.76672465674132,3e40e163b7c87aa188dceb4b737315b0dccb6527f0d5a9d910247f3226df8729,8625,donor-unscorable,True,12258,ValueError: network performance could not be measured,2dac4163351d07c8a99c7effbf2521604a9f2e39ec2b1f5d401e949560a4fe32,task204
2452,1775,,1640,135,17.518444298090483,c6dce1f9ebadbc0a0e9c75146f1e2546baf0b3ece605ff4e6c64d2d85537d7a6,9806,donor-unscorable,True,12258,ValueError: network performance could not be measured,c2827973be1d752aa69234d12b1c14000056a06d7ab2030241b315ec8b00a208,task206
4064,4165,,4032,133,16.665528445399055,0a8252a816473d2aef2f542b4d2c6278326a474462414dc50970959db6be43a3,8194,donor-unscorable,True,12258,ValueError: network performance could not be measured,eccb25d7e4d56e7bacfe83b9d6735caf25c484b482a08465fad1681fbfd81753,task208
1559,2249,,2068,181,17.281759048040684,14a35d55317bd16388d4b9fe5a0cc2f77ce954fa82c0efa1145b5fa4e020657f,10699,donor-unscorable,True,12258,ValueError: network performance could not be measured,554c999087d3d145793027c4ea3bae2bd5c59f5a3ddbce4282006e29c75ddd52,task212
974,525,,402,123,18.736601737408378,23ce054bc1ed253b92154433cd52e6d042f0390a09d2b2f8f83beb50d9fa36bb,11284,donor-unscorable,True,12258,ValueError: network performance could not be measured,7de620c02febf4ad9025e07b94375088a5d6507b04aab854ba244d8ebff5aeb6,task214
984,622,,531,91,18.56705990726082,b465c22aeeb518bccdc671e130f29bd7063e1ffcf343ebe14e37709d4c6df542,11274,donor-unscorable,True,12258,ValueError: network performance could not be measured,ceb7546959793119a42aa75d88e918650107767c78fe94ed8458ca39acb678a8,task215
1049,1470,,1429,41,17.70698232022722,6f702690e2769bff117871d891c2ac5e79d2b017f0cb48ba289a20b3f6c472a7,11209,donor-unscorable,True,12258,ValueError: network performance could not be measured,dc138c1fc23f7cb0efb0b4101b30f65c650452c16ff367b3d57c3f82afcf475a,task217
9456,8649,,8567,82,15.934801013693487,27908bbbdd84aeadbee8b0e5905e320357e50b76b00ff00ff0d2d6ccb11cfe7b,2802,donor-unscorable,True,12258,ValueError: network performance could not be measured,9ea8555b950f2c6525db7d677e1ba2e077156feab8a97b5f3e9e1f0d3df7f3a2,task219
3049,437,,132,305,18.92006680490441,b6dfd2919336138dfcae4c4b65ffbbe2d9b37cc9ed31722ba4f335a6c28772d9,9209,donor-unscorable,True,12258,ValueError: network performance could not be measured,df1933772649fff4621884d07f9569815b13057245040c8f885ede76292c8a0e,task220
5441,2605,,1614,991,17.13481204581253,7777f23dab5093788a4a4a7e236494afd8e1e71e83a8a05f4a1b505e93d4de68,6817,donor-unscorable,True,12258,ValueError: network performance could not be measured,1f5cb4a81044a20c0f632da178a6c28dbe59a0613a6554437931d6797e145a2a,task222
1707,1552,,1508,44,17.652700299256836,19dc5eb3d8d60488e06a9eb8077fe28def5570ed6db2af3524f283a5e3053894,10551,donor-unscorable,True,12258,ValueError: network performance could not be measured,ef8f822d77c70d775d199e93c6c2b638c48230ea2eb764dccc58db0cd6666ee2,task224
1854,363,,0,363,19.105597165735148,682e08ff319c04ab4d5b8b7e89294895559525a24f8a29f4167afc3e4754e610,10404,donor-unscorable,True,12258,ValueError: network performance could not be measured,7cfdb2495ab2b3b0151b90078d5e3a4b47ede83d3f99accbf3ebb0dfe527a87f,task225
1979,1534,,1513,21,17.664366018072798,77e1c631c2b9911bc62588db803675cc349c7714f5e95fa8549b6f75dbd1447a,10279,donor-unscorable,True,12258,ValueError: network performance could not be measured,8ba9b03b744d538ad5dbe4a2fd26bf376989c74647b01159dce7809db45861a8,task226
4005,962,,849,113,18.130985549334294,67f44b066a41ed23bdcc1731ffa64dfef0f83e7d96d168efa7ff6c885cc1cca4,8253,donor-unscorable,True,12258,ValueError: network performance could not be measured,eb395eef2d8d95394c96d8d46a586729293097f322f9ed795ae950fa211ef725,task228
812,180,,80,100,19.807043149109788,1bf0d1ce0adb7faed67a410fb441cbb55ec04af37f8edd9742a43a8257f08938,11446,donor-unscorable,True,12258,ValueError: network performance could not be measured,bcf5122f4adb5a8f12d93c7e77f54403d8b697ea52d62e06cf550138faa0dbb9,task229
3775,900,,0,900,18.197605236675688,264f6d16a7028d7a07c0ed29e2018e0786f390f4d6cb69c04aeede59566aed4a,8483,donor-unscorable,True,12258,ValueError: network performance could not be measured,efdf11ad5857de6f3737fd17ae60c44469920e7c77faf9e20bef2b329cf202f7,task230
5840,1410,,0,1410,17.748655016627787,c9080306bbd1480dd44632366298265f141732323a7ec95175626cd70d7baa74,6418,donor-unscorable,True,12258,ValueError: network performance could not be measured,ee2792f3aacab058df0c9e8fe4db917b14a755014fc8eea140408a74a0b4bfdd,task232
4594,3417,,3361,56,16.86348174788471,c408c729f0fd1afce50d9256628758e25024fc5f3645f6667e97e94abe936c0d,7664,donor-unscorable,True,12258,ValueError: network performance could not be measured,5fed25b112a5bb379598f992dbedf3b33a781e64bdcfd357878cd57078360c3d,task234
2849,725,,108,617,18.413828345145326,6f7bfabe83cacf536476b367457edbbbb4cadac685377c305153018e9f030d9c,9409,donor-unscorable,True,12258,ValueError: network performance could not be measured,bd6708d8dcabd4822af76b980d5a10de517f80385564c8b0d90d7272598d05e4,task237
2170,468,,0,468,18.851531704082355,e9aeff6e099014ff58b77a324f6da45af8f60d07c1dc0ba486776503cb8eb88b,10088,donor-unscorable,True,12258,ValueError: network performance could not be measured,0432cd3087c9e42b28c13fbe75960ba26756a569aa2e1894795b9313046bf180,task240
170,0,,0,0,25.0,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,12088,donor-unscorable,True,12258,ValueError: network performance could not be measured,5463f09550fc4227c3a0001e49b7da804704385b87c5422478d23830707070e9,task241
106817,9602,,9190,412,15.830273310909114,fe6d5bd943c3c4e3f19edd5090e3cee02d9e4c019cd68e5f16da1d1db1622744,-94559,donor-unscorable,True,12258,ValueError: network performance could not be measured,3c4c8eecc8c08caff3218886ae41fee183005926e0d9c989d8bbccde53a238e6,task243
1848,2625,,2484,141,17.127163824974275,b425df258a5b67b86879105c7cc547b5adb22b4fc1dc9f050a2ee981af341306,10410,donor-unscorable,True,12258,ValueError: network performance could not be measured,4812b1086a0b27a4c30ef70cdd593b819cf0a75508585a90929b34fd3edc6555,task245
2599,2066,,1952,114,17.366630350320417,acfef9626c868fb48ca5ed18190fc65afe8dc36a63cafbe5d46011d64e2ea1a6,9659,donor-unscorable,True,12258,ValueError: network performance could not be measured,a17a575aee4c78b347fe072b04086838760a5622b75888f65617ad75a693559a,task246
723,151,,122,29,19.982720163185075,6a001ce01217f4e505777fb369eb36ec242ffdc413030285fdb28dc76479d892,11535,donor-unscorable,True,12258,ValueError: network performance could not be measured,33feea251de524f5cf8dcf7008e5a627abfd8288eddb55a8b7894b03139faf8d,task248
3095,2121,,2052,69,17.34035704543532,23b81a27a8b0e32fbec2e224c57c1452011fafc4e9770354632dd8ce6b2c311c,9163,donor-unscorable,True,12258,ValueError: network performance could not be measured,e20c46accd534aa6a877007bcddb4ff718eb1de3f90417af34fc173d435afe81,task250
1823,4515,,4320,195,16.584839534148912,df504e26fefe294fdd9f7bbaec7a43761037cc58bb0b26ea6eb5cabf0671ed9b,10435,donor-unscorable,True,12258,ValueError: network performance could not be measured,825d811f04d10dc7000b117a6e753689f74bc4dea94e3f92f49458637b962f6b,task251
638,96,,0,96,20.435651808532164,a1f3f79dbaaedf0d166898641b3b0d641b2376fce8bab3ac088b5c39667c2e57,11620,donor-unscorable,True,12258,ValueError: network performance could not be measured,0221d13789b011eb72777cf9cc8b5ad09f61fa1bebea3f003bb8af2ae4920321,task252
989,687,,650,37,18.467665707777652,f0c7e763ebbfa6bd3f8d24eb82843fd6d6d6a907cf3874e8c0c60a42b7acfa62,11269,donor-unscorable,True,12258,ValueError: network performance could not be measured,d7bee0746ed7ed0e1180b685933b4e907e9372c19463355043421323f9f76f3d,task254
11436,7530,,7185,345,16.07334967920606,b0a0a2400035e1a95c1c87b83b547a31ddcf2ae5b082b529f67eb3ac02b59f04,822,donor-unscorable,True,12258,ValueError: network performance could not be measured,b8fa58e844db9d4118f6497680f7a906ef3af88fda3e87c8672c916090dc328c,task255
1504,2113,,2055,58,17.344135982383943,989c4fd9722c3cc5525b2790dbdc668e52e2bc959654065b45f5c98e120c6c2d,10754,donor-unscorable,True,12258,ValueError: network performance could not be measured,d327ca641e8a76d9ae4cb565130641f9a689a643b971c53f40022a0a534b8fc3,task256
794,150,,0,150,19.989364705903746,66f01abc7c629250bbfcdec2238603f4e6fa651d9cc9bfd06b9930e692b326ba,11464,donor-unscorable,True,12258,ValueError: network performance could not be measured,492e2602913007cbae4430eb443dbfe34751faef4330692260cd6232727ee92c,task258
4450,1517,,1233,284,17.67551002065147,9e7a244a425f2a0af80c98f46b42fb23ab6c01fa8338a3b3207105dae836ab3c,7808,donor-unscorable,True,12258,ValueError: network performance could not be measured,420db6a5947e0f479589b72ebb18364259c6c4e51dc0db2ce006d76bbbf79d12,task260
972,200,,0,200,19.701682633451963,74bd37366fbe6aad7394a8e6bc56db34b57c5acf8855a6563520b6c6ac7bf8a6,11286,donor-unscorable,True,12258,ValueError: network performance could not be measured,71087f4f72ac0d9dd8edd5318add4f3b6584540b3cb5ffd0e5855db322c5652b,task261
596,106,,90,16,20.336560905887932,ecd97595634bd47fa23b516f430a9effce39d3ff850f3602b160d77f7ed37ee0,11662,donor-unscorable,True,12258,ValueError: network performance could not be measured,ae9d8621f52e5d73623dc643587632c501e53e0e77cca88a216ff4de75695fa6,task262
1246,4357,,4325,32,16.620460973882558,179c49a9c822e096f82734c60369b9d8143b5b0e095f977263f65abf77d79aa6,11012,donor-unscorable,True,12258,ValueError: network performance could not be measured,cec5dd1858f96bf44e943c06e8ad3f9ea718d8622438a8077bf52734499c06c6,task265
